i_index,r_index,title,isbn_10,isbn_13,publish_date,key,subjects,languages,description.value,genres,image_id,image_url
10580040,66609,Long Live the Post Horn!,,['9781788733151'],2020,/books/OL34100323M,"['Fiction, psychological', 'Norway, fiction']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781788733151.jpg
10580048,66630,Children's Train,,['9780062940520'],2021,/books/OL34105109M,"['Fiction, historical', 'Italy, fiction']",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062940520.jpg
10580093,66708,Elizabeth Webster and the Chamber of Stolen Ghosts,,['9780759557727'],2021,/books/OL34129892M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78076E+12,https://covers.openlibrary.org/b/isbn/9780759557727.jpg
10580110,66739,Krampus Confidential,,['9781948931267'],2021,/books/OL34138871M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781948931267.jpg
10580155,66806,For the Wolf,,['9780316592796'],2021,/books/OL34157435M,"['Fiction, fantasy, epic', 'Fiction, fantasy, action and adventure', 'Fiction, fantasy, romance', 'Fiction, fantasy, dark fantasy']",[{'key': '/languages/eng'}],,,9.78032E+12,https://covers.openlibrary.org/b/isbn/9780316592796.jpg
10580216,66923,Moby Dick,,['9798667690290'],2020,/books/OL34187125M,"['Ahab, captain (fictitious character), fiction', 'Fiction, action & adventure', 'Fiction, fantasy, epic', 'Fiction, sea stories']",[{'key': '/languages/eng'}],,,9.79867E+12,https://covers.openlibrary.org/b/isbn/9798667690290.jpg
10580403,67304,Cassini Code,,['9781942151364'],2021,/books/OL34319414M,"['Fiction, science fiction, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781942151364.jpg
10581082,70015,Price of Pride,,['9781954417014'],2020,/books/OL34964665M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954417014.jpg
10581092,70071,Days of Joseph,,['9781952543043'],2021,/books/OL34978512M,"['Fiction, religious', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952543043.jpg
10581165,70602,Dark Breakers,,['9781732644069'],2022,/books/OL35158442M,"['Fiction, fantasy, general', 'Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781732644069.jpg
10581180,70834,Black Bag of Dr. Wiltse,,['9780999263556'],2021,/books/OL35251119M,"['Fiction, historical, general', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780999263556.jpg
10581486,75139,Starting from Seneca Falls,,['9781432888657'],2021,/books/OL36362772M,"['United states, history, 19th century, fiction']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432888657.jpg
10581501,75528,Forever Wilde in Aster Valley,,['9781954857087'],2021,/books/OL36483753M,"['Fiction, romance, general', 'Fiction, lgbtq+, gay']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954857087.jpg
10581649,77213,Cursed Land,,['9781737035923'],2022,/books/OL36975658M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737035923.jpg
10581804,79542,Friendship Contract,,['9781735978871'],2022,/books/OL37581619M,"['Fiction, romance, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781735978871.jpg
10582115,82891,A Fearless Heart,,['9781942316572'],2022,/books/OL38504958M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781942316572.jpg
10582209,84626,Guardian of Chaos,,['9781954400030'],2021,/books/OL38894480M,"['Fiction, fantasy, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954400030.jpg
10583275,105858,Moustache,['9353576024'],['9789353576028'],2020,/books/OL43843455M,['Fiction'],[{'key': '/languages/eng'}],"Vavachan is a Pulayan who gets the opportunity to play a policeman with an immense moustache in a musical drama. The character appears in only two scenes and has no dialogue. However, Vavachan's performance, and his moustache, terrify the mostly upper-caste audience, reviving in them memories of characters of Dalit power, such as Ravanan. Afterwards, Vavachan, whose people were traditionally banned from growing facial hair, refuses to shave off his moustache. Endless tales invent and reinvent the legend of his magic moustache in which birds roost, which allows its owner to appear simultaneously in different places and disappear in an instant, which grows as high as the sky and as thick as rainclouds and turn Vavachan into Moustache, a figure of mythic proportions. Set in Kuttanad, a below-sea-level farming region on the south-west coast of Kerala, the novel is as much a story of this land as it is of Vavachan and its other inhabitants. As they navigate the intricate waterscape, stories unfold in which ecology, power dynamics and politics become key themes. Originally published in Malayalam as Meesha, S. Hareesh's Moustache is a contemporary classic mixing magic, myth and metaphor into a tale of far-reaching resonance. """,,9353576024,https://covers.openlibrary.org/b/isbn/9353576024.jpg
10583278,105938,2+2=5,['1913029727'],['9781913029722'],2021,/books/OL43861661M,"['Totalitarianism', 'Fiction']",[{'key': '/languages/eng'}],,,1913029727,https://covers.openlibrary.org/b/isbn/1913029727.jpg
10584447,116448,Target,,['9781629551524'],2022,/books/OL46310409M,"['Fiction, thrillers, general', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781629551524.jpg
10622500,258394,Absolution,,['9781473621633'],2020,/books/OL28046234M,"['Fiction, mystery & detective, police procedural', 'Serial murders, fiction', 'Fiction, psychological', 'Iceland, fiction']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781473621633.jpg
10622604,258564,Casino Murder Case,,['9781631942037'],2020,/books/OL28085176M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631942037.jpg
10622614,258591,Hidden in Plain Sight,,['9780820356709'],2020,/books/OL28091705M,"['American fiction, history and criticism, 19th century', 'National characteristics in literature', 'Literature and society', 'Slavery, united states', 'Capitalism']",[{'key': '/languages/eng'}],,,9.78082E+12,https://covers.openlibrary.org/b/isbn/9780820356709.jpg
10624798,262517,Chorus of Mushrooms,,['9781927063484'],2020,/books/OL29181842M,"['Fiction, women', 'Canada, fiction']",[{'key': '/languages/eng'}],,,9.78193E+12,https://covers.openlibrary.org/b/isbn/9781927063484.jpg
10625397,263351,"Six Tudor Queens : Anna of Kleve, Queen of Secrets",,['9781472227768'],2020,/books/OL29426552M,"['Fiction, biographical', 'Fiction, historical', 'Great britain, fiction']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781472227768.jpg
10625560,263572,Fair Warning,,['9781409199076'],2020,/books/OL29481916M,"['Mcevoy, jack (fictitious character), fiction', 'Journalists, fiction', 'Serial murders, fiction', 'Fiction, thrillers, general', 'Fiction, mystery & detective, police procedural']",[{'key': '/languages/eng'}],,,9.78141E+12,https://covers.openlibrary.org/b/isbn/9781409199076.jpg
10625581,263606,Shooting at Chateau Rock,,['9781787477698'],2020,/books/OL29491520M,"['Fiction, mystery & detective, police procedural', 'France, fiction']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781787477698.jpg
10626315,264716,Brand of Light,,['9781621840954'],2020,/books/OL29817904M,"['Fiction, science fiction, general', 'Fiction, religious']",[{'key': '/languages/eng'}],,,9.78162E+12,https://covers.openlibrary.org/b/isbn/9781621840954.jpg
10626323,264734,We Ride upon Sticks,,['9781524748104'],2020,/books/OL29820808M,"['Fiction, historical', 'Fiction, occult & supernatural', 'New york (state), history', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78152E+12,https://covers.openlibrary.org/b/isbn/9781524748104.jpg
10626325,264736,Ghost Clause,,['9780358305620'],2020,/books/OL29821424M,"['Fiction, ghost', 'Man-woman relationships, fiction', 'Marriage, fiction', 'Missing persons, fiction', 'Vermont, fiction', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78036E+12,https://covers.openlibrary.org/b/isbn/9780358305620.jpg
10626427,264896,Operation Stormfront,,['9780982168349'],2020,/books/OL29874763M,"['Fiction, psychological', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78098E+12,https://covers.openlibrary.org/b/isbn/9780982168349.jpg
10626452,264934,Trail of the Circle Star,,['9781952380075'],2020,/books/OL29888469M,"['Fiction, westerns', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952380075.jpg
10626456,264938,Ordinary Hazards,,['9781635923476'],2020,/books/OL29890052M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781635923476.jpg
10626539,265086,Gertrude's Guilt,,['9781646104741'],2020,/books/OL29957032M,"['Fiction, historical']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781646104741.jpg
10630025,279051,In the Shadow of the Yali,,['9781590510421'],2021,/books/OL34066286M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78159E+12,https://covers.openlibrary.org/b/isbn/9781590510421.jpg
10630145,279276,Elephant of Belfast,,['9781640095113'],2022,/books/OL34125225M,"['Fiction, historical', 'Northern ireland, fiction', 'World war, 1939-1945, fiction']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781640095113.jpg
10630187,279372,Summer of Lost and Found,,['9781982148362'],2021,/books/OL34147625M,"['Fiction, family life', 'Fiction, women']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781982148362.jpg
10630222,279435,Red Rover,,['9781955476041'],2021,/books/OL34162084M,"['Fiction, science fiction, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781955476041.jpg
10630249,279490,Secret Society : All We Have Is Us,,['9781954220515'],2022,/books/OL34178010M,"['Crime', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954220515.jpg
10631090,282505,Emily,,['9781646300563'],2021,/books/OL34939779M,"['Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781646300563.jpg
10631107,282607,Chateau,,['9781949769289'],2021,/books/OL34965223M,"['Fiction, erotica, general', 'Fiction, gay']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781949769289.jpg
10631108,282621,Pyramid of Secrets,,['9780990600565'],2021,/books/OL34967410M,"['Fiction, historical, general', 'Fiction, religious']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780990600565.jpg
10631437,285882,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 9",,['9781975318338'],2021,/books/OL35876241M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781975318338.jpg
10631471,286883,Il Morso dell'Alfa,,['9781685300425'],2022,/books/OL36139383M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78169E+12,https://covers.openlibrary.org/b/isbn/9781685300425.jpg
10631519,287737,Captain for Caroline Gray,,['9781432888688'],2021,/books/OL36362715M,"['Fiction, romance, clean & wholesome', 'Fiction, romance, historical, regency']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432888688.jpg
10631552,288366,Guardian of Madness,,['9781954400139'],2022,/books/OL36575925M,"['Fiction, fantasy, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954400139.jpg
10631803,291769,Rise of the Alliance II,,['9781611389838'],2021,/books/OL37490592M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781611389838.jpg
10632082,294155,United,,['9781950635184'],2022,/books/OL38186262M,"['Fiction, fantasy, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950635184.jpg
10632369,299987,Pink Motel,,['9781648371578'],2022,/books/OL39565229M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781648371578.jpg
10632405,300351,My Weekly K-Drama Journal-2,,['9781946570192'],2022,/books/OL39649288M,"['Reference books', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946570192.jpg
10632425,300593,History of the Island,,['9781636080680'],2023,/books/OL39700228M,"['Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781636080680.jpg
10632431,300677,Jagger The Temptation,,['9781956804225'],2022,/books/OL39723333M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956804225.jpg
10633327,318999,Narrative bonds,['0814280919'],['9780814280911'],2021,/books/OL44045279M,"['English fiction', 'History and criticism', 'Multiple person narrative', 'Narration (Rhetoric)']",[{'key': '/languages/eng'}],"""Integrating narrative theory, gothic theory, and disability studies with analyses of works by Charles Dickens, Robert Louis Stevenson, Wilkie Collins, Emily Brontë, and Bram Stoker, this study illustrates the significance and impact of the multi-narrator structure in Victorian novels""--",,0814280919,https://covers.openlibrary.org/b/isbn/0814280919.jpg
10634389,328139,The Jesus Incident,,['9781680574302'],2022,/books/OL46182100M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781680574302.jpg
10634417,330336,Highway to Hell,,['9781956455632'],2023,/books/OL46690189M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956455632.jpg
10672669,471478,Wildfire,,['9780399556302'],2020,/books/OL28032989M,"[""Children's fiction"", 'Friendship, fiction', 'Fires, fiction', 'Survival, fiction']",[{'key': '/languages/eng'}],,,9.7804E+12,https://covers.openlibrary.org/b/isbn/9780399556302.jpg
10672670,471479,Nameless Queen,,['9781524700782'],2020,/books/OL28033105M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78152E+12,https://covers.openlibrary.org/b/isbn/9781524700782.jpg
10672788,471697,"B, Book, and Me",,['9781931883962'],2020,/books/OL28086746M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78193E+12,https://covers.openlibrary.org/b/isbn/9781931883962.jpg
10672793,471710,Office,,['9781683839439'],2020,/books/OL28089289M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781683839439.jpg
10672794,471716,Truth According to Blue,,['9780316424370'],2020,/books/OL28090252M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78032E+12,https://covers.openlibrary.org/b/isbn/9780316424370.jpg
10672802,471742,Harry the Wonder Cat,,['9781950367290'],2020,/books/OL28096142M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950367290.jpg
10672805,471753,Spider #23,,['9781618274656'],2020,/books/OL28099120M,"['Fiction, action & adventure', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78162E+12,https://covers.openlibrary.org/b/isbn/9781618274656.jpg
10672807,471761,When the Soul Dances,,['9781734107029'],2020,/books/OL28101080M,"['Fiction, religious', 'Family']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734107029.jpg
10674444,474831,Wolf Pack,,['9780525538226'],2020,/books/OL28927886M,"['Pickett, joe (fictitious character), fiction', 'Wyoming, fiction', 'Missing persons, fiction', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525538226.jpg
10675492,476323,Workhouse Children,,['9781788543064'],2020,/books/OL29366281M,"['Fiction, historical', 'Great britain, fiction']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781788543064.jpg
10675673,476562,You'll Never See Me Again,,['9781405935548'],2020,/books/OL29448223M,"['Fiction, historical', 'World war, 1914-1918, fiction', 'Great britain, fiction']",[{'key': '/languages/eng'}],,,9.78141E+12,https://covers.openlibrary.org/b/isbn/9781405935548.jpg
10676496,477836,"Konosuba : an Explosion on This Wonderful World!, Vol. 3",,['9781975387044'],2020,/books/OL29839493M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781975387044.jpg
10676910,478723,Ariel's Gift,,['9780998967028'],2020,/books/OL30208441M,"['Fiction, historical', 'Fiction, visionary & metaphysical']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780998967028.jpg
10679732,491282,"Hopeless, Maine",,['9781954255128'],2021,/books/OL33907731M,"['Fiction, fantasy, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954255128.jpg
10679757,491323,New Girl,,['9781952536342'],2022,/books/OL33918417M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952536342.jpg
10679759,491326,Child Lost Child Found,,['9781736768303'],2022,/books/OL33919710M,"['Fiction, fantasy, general', 'Spirituality']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781736768303.jpg
10680232,492093,Arcadia,,['9781644210543'],2021,/books/OL34095842M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781644210543.jpg
10680260,492148,RV9 Vol. 1,,['9780998121598'],2020,/books/OL34113920M,"['Comics & graphic novels, general', 'Fiction, espionage']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780998121598.jpg
10680267,492159,After the Ink Dries,,['9781534473690'],2021,/books/OL34117514M,"[""Children's fiction""]",[{'key': '/languages/eng'}],"Told in alternating viewpoints, new couple Erica and Thomas face the devastating aftermath of a drunken party.",,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534473690.jpg
10680293,492201,Fallen Queen,,['9781534417106'],2021,/books/OL34127930M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534417106.jpg
10680371,492349,Nine Lives of Rose Napolitano,,['9781984880604'],2021,/books/OL34166867M,"['Fiction, women', 'Fiction, magical realism', 'Marriage, fiction']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984880604.jpg
10680421,492436,Promise Keeper,,['9781941958889'],2021,/books/OL34187016M,"['Fiction, horror']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781941958889.jpg
10680669,492962,Christmas Tree Adventure,,['9781636612102'],2021,/books/OL34365225M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781636612102.jpg
10681334,496068,Wild with You,,['9781954034099'],2021,/books/OL35206996M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781954034099.jpg
10681559,499101,Early Georgette Heyer Collection,,['9781515444435'],2020,/books/OL35985033M,"['Fiction, romance, historical, regency', 'Fiction, romance, historical, 20th century', 'Fiction, romance, action & adventure', 'Fiction, romance, historical, general']",[{'key': '/languages/eng'}],,,9.78152E+12,https://covers.openlibrary.org/b/isbn/9781515444435.jpg
10681644,500819,1001 Dark Nights,,['9781970077827'],2021,/books/OL36484846M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78197E+12,https://covers.openlibrary.org/b/isbn/9781970077827.jpg
10682177,507746,Parachute Kids,,['9781338832686'],2023,/books/OL38407702M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78134E+12,https://covers.openlibrary.org/b/isbn/9781338832686.jpg
10682183,508004,Time to Roll,,['9781665918596'],2023,/books/OL38467219M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78167E+12,https://covers.openlibrary.org/b/isbn/9781665918596.jpg
10682351,511873,Wolf - Special Edition,,['9781958684108'],2022,/books/OL39375510M,"['Fiction, romance, general', 'Fiction, erotica, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781958684108.jpg
10684467,543677,My Wife's Desires,,['9781737335597'],2021,/books/OL46788641M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737335597.jpg
10686227,566740,Sweet Embraceable You,,['9781890834500'],2020,/books/OL52611712M,"['Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78189E+12,https://covers.openlibrary.org/b/isbn/9781890834500.jpg
10722397,682946,Finding Home,,['9781534412187'],2020,/books/OL28033124M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534412187.jpg
10722462,683097,Apotheosis,,['9781733292108'],2020,/books/OL28071513M,"['Fiction, science fiction, general', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781733292108.jpg
10722505,683150,Stitching a Life,,['9781631526770'],2020,/books/OL28085667M,"['Fiction, historical']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631526770.jpg
10722508,683158,Witchlight,,['9780593119990'],2020,/books/OL28088486M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593119990.jpg
10722512,683171,Starting from Seneca Falls,,['9780593125069'],2020,/books/OL28092879M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593125069.jpg
10722513,683172,Dwindling,,['9781941561218'],2020,/books/OL28092905M,"['Fiction, psychological', 'Fiction, visionary & metaphysical']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781941561218.jpg
10722519,683191,Sparks and Landmarks,,['9781734022124'],2020,/books/OL28096787M,"['Fiction, mystery & detective, general', 'Wit and humor']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734022124.jpg
10725288,687814,Breakthrough,,['9781788548816'],2020,/books/OL29400481M,"['Fiction, suspense', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781788548816.jpg
10725543,688152,More Better Deals,,['9781473678125'],2020,/books/OL29487057M,"['Fiction, crime', 'Texas, fiction']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781473678125.jpg
10726317,689383,Bill and Ted's Most Excellent Movie Book,,['9781647221522'],2020,/books/OL29860157M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781647221522.jpg
10726349,689438,Evvie Drake Starts Over,,['9780525619260'],2020,/books/OL29883973M,"['Fiction, humorous', 'Fiction, women', 'Maine, fiction', 'Widows, fiction', 'Fiction, romance, contemporary', 'Fiction, family life']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525619260.jpg
10726373,689472,Drath Series,,['9781643090832'],2020,/books/OL29894699M,"['Fiction, science fiction, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781643090832.jpg
10726484,689668,Fare Prey,,['9781734429558'],2020,/books/OL30001043M,"['Fiction, suspense', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734429558.jpg
10726523,689739,Last Seen,,['9781951709235'],2021,/books/OL30038355M,"['Fiction, mystery & detective, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951709235.jpg
10726684,690163,Last House Guest,,['9781501165382'],2020,/books/OL30191496M,"['Fiction, suspense', 'Maine, fiction']",[{'key': '/languages/eng'}],,,9.7815E+12,https://covers.openlibrary.org/b/isbn/9781501165382.jpg
10726712,690211,Death in Her Hands,,['9781984880833'],2020,/books/OL30207958M,"['Fiction, psychological', 'Fiction, suspense', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984880833.jpg
10730037,703635,Thirty Talks Weird Love,,['9781947627482'],2021,/books/OL34095887M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781947627482.jpg
10730111,703757,Journey under Heaven Part One,,['9781735830919'],2020,/books/OL34127635M,"['Fiction, religious', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781735830919.jpg
10730137,703799,Children's Train,,['9781432886431'],2021,/books/OL34138617M,"['Fiction, historical', 'Italy, fiction']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432886431.jpg
10730144,703808,Can You Track down Bigfoot?,,['9781663907592'],2021,/books/OL34140272M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78166E+12,https://covers.openlibrary.org/b/isbn/9781663907592.jpg
10730155,703826,Space Pirate Captain Harlock,,['9781950912544'],2022,/books/OL34144565M,"['Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950912544.jpg
10730280,704043,Pet Human,,['9781737553601'],2021,/books/OL34194952M,"['Comics & graphic novels, general', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737553601.jpg
10730402,704291,Last Rhino,,['9781955388153'],2021,/books/OL34273487M,"['Fiction, action & adventure', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781955388153.jpg
10731132,707155,Payback,,['9781250175885'],2022,/books/OL34967371M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78125E+12,https://covers.openlibrary.org/b/isbn/9781250175885.jpg
10731142,707248,Old Friends,,['9780984090846'],2021,/books/OL34987523M,"['Fiction, general', 'Wit and humor']",[{'key': '/languages/eng'}],,,9.78098E+12,https://covers.openlibrary.org/b/isbn/9780984090846.jpg
10731545,712234,You Know Me Well,,['9781250809636'],2021,/books/OL36348825M,"['Young adult fiction, romance, lgbtq+']",[{'key': '/languages/eng'}],,,9.78125E+12,https://covers.openlibrary.org/b/isbn/9781250809636.jpg
10731549,712334,Creatures of Light and Darkness,,['9781515451235'],2021,/books/OL36374576M,"['Fiction, science fiction, action & adventure', 'Fiction, fantasy, action & adventure', 'Fiction, science fiction, apocalyptic & post-apocalyptic', 'Fiction, fantasy, epic']",[{'key': '/languages/eng'}],,,9.78152E+12,https://covers.openlibrary.org/b/isbn/9781515451235.jpg
10731670,714189,Three Gray Dots,,['9781950390021'],2021,/books/OL36879793M,"['Fiction, war & military', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950390021.jpg
